Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
365,"16.8652942, 81.9261999","K.P Road, Mandapeta",Srinivasa Nursing Home,0,0,0,"K.P Road, Mandapeta",Andhra Pradesh,East Godavari,0,533308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
366,,"D.No. 8-5-7, Nalamvari St,Mandapet Municipal Area,,.",Subbarayudu Memorial Nursing Home,0,0,0,"D.No. 8-5-7, Nalamvari St,,Mandapet Municipal Area",Andhra Pradesh,East Godavari,0,533308,08855  232046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
367,,"Canal Road,Andhra Bank Atm,.",Narayana Reddy Eye Hospital,0,0,0,"Canal Road,Andhra Bank Atm",Andhra Pradesh,East Godavari,0,533342,0,0,0,0,0,0,0,0,227274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
368,"16.5871358, 82.008204","Main Rd,,.",Dr.K.V.R.Hospital,0,0,0,Main Rd,Andhra Pradesh,East Godavari,0,533346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
369,"17.355267, 82.5429325","Near Vinayakrao Hospital, Theatre Road, Tuni, East Godavari -533401",Doctors Plaza,0,0,0,"Near Vinayakrao Hospital, Theatre Road, Tuni",Andhra Pradesh,East Godavari,0,533401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
370,"17.3645993, 82.5460478","3-6-5, Cinema Road Tuni Tuni 533401  East Godavari",Pandu Ranga Praja Vidyasala,0,0,0,"3-6-5, Cinema Road Tuni",Andhra Pradesh,East Godavari,0,533401,08854    2560902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
371,"17.355267, 82.5429325","Cinema Road, Tuni-533401",Sri Mallikarjuna Nursing Home,0,0,0,"Cinema Road, Tuni",Andhra Pradesh,East Godavari,0,533401,253342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
372,"17.355267, 82.5429325",Dr Durgadas Street Kothapeta Dr Durgadas Street Tuni 533401  East Godavari,Suresh Hospital,0,0,0,Dr Durgadas Street Kothapeta Dr Durgadas Street Tuni,Andhra Pradesh,East Godavari,0,533401,08854    254775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
373,"17.2882648, 82.1063568",Yeleswaram,Lakshmi Balaji Nursing Home,0,0,0,Yeleswaram,Andhra Pradesh,East Godavari,0,533429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
374,,"Main Road,Beride Union Bank Of India",Sambasiva Hospital,0,0,0,"Main Road,Beride Union Bank Of India",Andhra Pradesh,East Godavari,0,533429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
375,"17.0756673, 82.1360026",Hospital Street Peddapuram Peddapuram 533437 : East Godavari,Rao's Nursing Home,0,0,0,Hospital Street Peddapuram Peddapuram,Andhra Pradesh,East Godavari,0,533437,08852    241404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
376,"17.0785002, 82.1366951","6-16-17/1, Rajugari Street,",Sree Sreenivasa Hospital,0,0,0,"6-16-17/1, Rajugari Street",Andhra Pradesh,East Godavari,0,533437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
377,"17.1172164, 82.268659",Madhapuram Road Pithapuram Pithapuram 533450  East Godavari,Chopde's Nursing Home,0,0,0,Madhapuram Road Pithapuram Pithapuram,Andhra Pradesh,East Godavari,0,533450,08869    251525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
378,"17.1124269, 82.2528975","Near Sbi, Opp Park Opp Park Pithapuram 533450  East Godavari",Sri Varalakshmi Hospital,0,0,0,"Near Sbi, Opp Park Opp Park Pithapuram",Andhra Pradesh,East Godavari,0,533450,08869    251074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
379,"16.2861218, 80.4462117","Yadavallivari St, Opp, Santosh Honda Show Room, Near Doctor`S Plaza Kothapet, Guntur",Adarsha Hospitals,0,0,0,"Yadavallivari St, Opp, Santosh Honda Show Room, Near Doctor`S Plaza Kothapet",Andhra Pradesh,Guntur,0,522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
380,"16.3066525, 80.4365402","12 - 12 - 54, Back Side Sivalayam Temple, Guntur",Ahalya Nursing Home,0,0,0,"# 12 - 12 - 54, Back Side Sivalayam Temple",Andhra Pradesh,Guntur,0,522001,0863  2225105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
381,,"Gunturuvari Thota, 1St Line,Gowdiyamatam",Amar Orthopedics Hospital,0,0,0,"Gunturuvari Thota, 1St Line,Gowdiyamatam",Andhra Pradesh,Guntur,0,522001,0863  2225751,0,0,0,0,0,0,0,8632226751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
382,"16.2893144, 80.4604643",Mukku Narsa Reddy Plaza Old Club Road Kotha Peta Guntur 522001  Guntur,Amaravathi Institute Of Medical Sciences Pvt Ltd,0,0,0,Mukku Narsa Reddy Plaza Old Club Road Kotha Peta,Andhra Pradesh,Guntur,0,522001,"0863    2256699, 2256688,",0,0,0,0,0,0,0,2256766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
383,"16.2989705, 80.4523668","13-7-109/D,Old Club Road, Gunturovari Thota, Guntur,",Amma Childrens Hospital,0,0,0,"13-7-109/D,Old Club Road, Gunturovari Thota",Andhra Pradesh,Guntur,0,522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
384,"16.2432189, 80.647093","Ganganamma Pet Road,.",Aruna Hospital,0,0,0,Ganganamma Pet Road,Andhra Pradesh,Guntur,0,522001,0,0,0,0,0,0,0,0,226315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
385,"16.3411536, 80.6280525","15-1-17, Near Mangalagiri Rly Gate Guntur Guntur 522001  Guntur",Aswini Hospitals,0,0,0,"15-1-17, Near Mangalagiri Rly Gate",Andhra Pradesh,Guntur,0,522001,"0863    2227000, 2228000,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
386,,"6 / 2, Arundlepet, Near Shanker Vilas",B M R Hospitals,0,0,0,"6 / 2, Arundlepet, Near Shanker Vilas",Andhra Pradesh,Guntur,0,522001,0863    2241370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
387,"16.2964097, 80.4490511",12-25-191 Kothapet Main Road Kotha Peta Guntur 522001  Guntur,Bayya Ent Hospital And Research Centre,0,0,0,12-25-191 Kothapet Main Road Kotha Peta,Andhra Pradesh,Guntur,0,522001,0863    2225729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
388,,"Behind Pallvi Deluxe, Samba Shiva Peta",C V R Hospital,0,0,0,"Behind Pallvi Deluxe, Samba Shiva Peta",Andhra Pradesh,Guntur,0,522001,0863  2225708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
389,"16.2988738, 80.4525909","Old Club Road, Kothapet, Guntur",Chalsani Hospital,0,0,0,"Old Club Road, Kothapet",Andhra Pradesh,Guntur,0,522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
390,"16.2861218, 80.4462117","8Th Lane, Gunturivarithota, Old Club Road, Opp R T C Bus Stand, Kothapet, Guntur 522001  Guntur",Coastal Care Hospital,0,0,0,"8Th Lane, Gunturivarithota, Old Club Road, Opp R T C Bus Stand, Kothapet",Andhra Pradesh,Guntur,0,522001,"0863    2233377, 2249000,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
391,"16.2861218, 80.4462117",Door No:12-25-179 Sivalayam Street Kothapet Guntur 522001  Guntur,Dhulipalla Hospital Pvt Ltd,0,0,0,Door No:12-25-179 Sivalayam Street Kothapet,Andhra Pradesh,Guntur,0,522001,"0863    2220461, 2225411,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
392,"16.2989705, 80.4523668","022, Old Club Road,Kothapet,.",Dr.Rangarao Nursing Home (P) Ltd,0,0,0,"022, Old Club Road,Kothapet",Andhra Pradesh,Guntur,0,522001,"0863  2223479 , 2322448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
393,"16.2988738, 80.4525909","Mukku Pitchi Reddy Com, Old Club Road, Kothapet Guntur.",Guntur City Hospital-Guntur,0,0,0,"Mukku Pitchi Reddy Com, Old Club Road, Kothapet",Andhra Pradesh,Guntur,0,522001,0863  2321813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
394,,"Opposite Venkata Krishna Theatre, Station Road",Harinath Childrens Super Speciality Hospital,0,0,0,"Opposite Venkata Krishna Theatre, Station Road",Andhra Pradesh,Guntur,0,522001,0863 2224797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
395,"16.2370726, 80.6469011","Gowri Sankar Theatre Road, Kothapet",Janardani Hospital,0,0,0,"Gowri Sankar Theatre Road, Kothapet",Andhra Pradesh,Guntur,0,522001,0863  2222083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
396,"16.2988738, 80.4525909","13-4-73,Old Club Road Kothapet Guntur 522001  Guntur",Karumuri Super Speciality Hospital Pvt Ltd,0,0,0,"13-4-73,Old Club Road Kothapet",Andhra Pradesh,Guntur,0,522001,"0863    2222200, 2322882,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
397,"16.2861218, 80.4462117","Kothapet, Guntur-522001",Krishna Childrens Hospital,0,0,0,Kothapet,Andhra Pradesh,Guntur,0,522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
398,"16.2989705, 80.4523668","D No 12-12-54, Old Club Road, Kothapet, Guntur",Lakshmi Meenakshi Eye and Maternity Care,0,0,0,"D No 12-12-54, Old Club Road , Kothapet",Andhra Pradesh,Guntur,0,522001,2265773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
399,"16.2861218, 80.4462117",Gowrishankar Theater Road Kothapet Guntur 522001  Guntur,Lalitha Super Specialty Hospital,0,0,0,Gowrishankar Theater Road Kothapet,Andhra Pradesh,Guntur,0,522001,"0863    2222866, 2217401,",0,0,0,0,0,0,0,2328160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
400,"16.2988738, 80.4525909","Old Club Road, Kothapet, Guntur",Life Hospital,0,0,0,"Old Club Road, Kothapet",Andhra Pradesh,Guntur,0,522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
401,"16.3011491, 80.4389977","3/1,Ashok Nagar,Guntur",Mahathi Nursing Home,0,0,0,"3/1,Ashok Nagar",Andhra Pradesh,Guntur,0,522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
402,"16.2989705, 80.4523668","Reside Hero Honda Showroom, Old Club Road, Kothapet,",Maruthi E.N.T. Hospital,0,0,0,"Reside Hero Honda Showroom, Old Club Road, Kothapet",Andhra Pradesh,Guntur,0,522001,2224585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
403,"16.4165212, 80.4582736",15-11-150 Mangalgiri Road Guntur 522001  Guntur,Mediline Hospital,0,0,0,15-11-150 Mangalgiri Road,Andhra Pradesh,Guntur,0,522001,"0863    2322064, 2222564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
404,"16.2501646, 80.0225996","5-1-57, Palnadu Road, Guntur, A.P.",Mother Theresa Multispeciality Hospital,0,0,0,"5-1-57, Palnadu Road",Andhra Pradesh,Guntur,0,522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
405,"16.3066525, 80.4365402","4Th Lane Kannavari Thota, Opp Alankar Theatre, Guntur, Guntur,",Nandanaa's Multi Care Hospital,0,0,0,"4Th Lane Kannavari Thota, Opp Alankar Theatre",Andhra Pradesh,Guntur,0,522001,0863  2240669,0,0,0,0,0,0,0,0863  2241569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
406,"16.3066525, 80.4365402","Gunturuvari Thota, 8Th Lane, Opp R.T.C. Bus Stand, Guntur",Padmas Hospital,0,0,0,"Gunturuvari Thota, 8Th Lane, Opp R.T.C. Bus Stand",Andhra Pradesh,Guntur,0,522001,225566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
407,"16.2861218, 80.4462117","Opposite Telephone Exchange, Post Office, Kothapet, Guntur",Padmavathi Super Speciality Hospital,0,0,0,"Opposite Telephone Exchange, Post Office, Kothapet",Andhra Pradesh,Guntur,0,522001,"0863  6641213/, 0863 2323599,  0863 2249613",0,0,0,0,0,0,0,2254990/ 2323599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
408,"16.2989705, 80.4523668","Old Club Road,Kothapet.",Peoples Trauma And Emergency Hospital,0,0,0,"Old Club Road,,Kothapet",Andhra Pradesh,Guntur,0,522001,0863  2220038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
409,"17.3730192, 78.547636","Club Road, Near Bose Statue Kothapet",Pragathi Hospitals,0,0,0,"Club Road, Near Bose Statue Kothapet",Andhra Pradesh,Guntur,0,522001,0863  2264964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
410,"16.2861218, 80.4462117","Besides Sivalayam, Kothapet, Guntur",Prof. D. Ramakotaiah Childerns Hospital,0,0,0,"Besides Sivalayam, Kothapet",Andhra Pradesh,Guntur,0,522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
411,"16.3066525, 80.4365402","Goudimatama Road, Bus Stand Opposite Gunturuvari Thota, 6Th Line, Guntur",Purnasai Hospital,0,0,0,"Goudimatama Road, Bus Stand Opposite Gunturuvari Thota, 6Th Line",Andhra Pradesh,Guntur,0,522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
412,"17.3730192, 78.547636","Opp-Srikrishna Picture Palace, Kothapet",R K Eye Center,0,0,0,"Opp-Srikrishna Picture Palace, Kothapet",Andhra Pradesh,Guntur,0,522001,0863    2252205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
413,,"3/3 Gunturuvari Thota, Guntur,New Road, Opposite Rtc Bus Stand,.",R R Speciality Hospital,0,0,0,"3/3 Gunturuvari Thota, Guntur,New Road, Opposite Rtc Bus Stand",Andhra Pradesh,Guntur,0,522001,0863  2236699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
414,"17.3730192, 78.547636","D.No.12-14-2,OppositeStreet To Sivalayam,Kothapet.",Raghavendra Hospitals,0,0,0,"D.No.12-14-2,OppositeStreet To Sivalayam,Kothapet",Andhra Pradesh,Guntur,0,522001,0863  2267333/6531099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
415,"16.2940783, 80.4490134","12-25-86, Main Road, Near Vijaya Talkies, Kothapet, Guntur",Rajyalakshmi Nursing Home,0,0,0,"12-25-86, Main Road, Near Vijaya Talkies, Kothapet",Andhra Pradesh,Guntur,0,522001,2222541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
416,"16.2989705, 80.4523668","12-12-93, Old Club Road, Kothapet",S.G.O. Clinic,0,0,0,"12-12-93, Old Club Road, Kothapet",Andhra Pradesh,Guntur,0,522001,223733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
417,"16.2988738, 80.4525909","Busi Reddy Malleswara Reddy Groups, Oppandhra Bank, Old Club Road, Kothapet, Guntur",Sai Bhaskar Trauma and Emergency,0,0,0,"Busi Reddy Malleswara Reddy Groups, Oppandhra Bank , Old Club Road, Kothapet",Andhra Pradesh,Guntur,0,522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
418,"16.2893144, 80.4604643","Rami Reddy Thota, Beside Singh Hospital, Near Manipuram Bridge, Guntur 522001  Guntur",Sai Chandan Eye Hospital,0,0,0,"Rami Reddy Thota, Beside Singh Hospital, Near Manipuram Bridge",Andhra Pradesh,Guntur,0,522001,0863    2212740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
419,,"Mainroad, Sambasivapet, Govtwomensgollegeroad.",Sai Priya Hospital,0,0,0,"Mainroad, Sambasivapet, Govtwomensgollegeroad",Andhra Pradesh,Guntur,0,522001,0863  222106/2320883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
420,"16.0526834, 79.7400177","Kakumanuvari Street, Behind Chinna Anjneya Swamy Temple Kothapeta, Guntur",Sai Sri Nursing Home,0,0,0,"Kakumanuvari Street, Behind Chinna Anjneya Swamy Temple Kothapeta",Andhra Pradesh,Guntur,0,522001,2222233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
421,,"Opposite Rtc Bus Stand Road, Arya Bhavan Hotel Back Side,7Th Line Gunturuvari Thota,","Sailaja Multispeciality Hospitals Maternity, Infertility and Trauma Care Centre",0,0,0,"Opposite Rtc Bus Stand Road, Arya Bhavan Hotel Back Side,7Th Line Gunturuvari Thota",Andhra Pradesh,Guntur,0,522001,0863 2231700,0,0,0,0,0,0,0,2211740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
422,"16.3066525, 80.4365402","1 St Line Sambasivapte, Naaz Centre, Guntur",Sathvika Hospital,0,0,0,"1 St Line Sambasivapte, Naaz Centre",Andhra Pradesh,Guntur,0,522001,2356074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
423,"17.3730192, 78.547636","Doctors Plaza, 1St Floor, Opposite Sbh, Kothapet",Shri Ramchandra Kidney Centre,0,0,0,"Doctors Plaza, 1St Floor, Opposite Sbh, Kothapet",Andhra Pradesh,Guntur,0,522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
424,,Kakani Road (Near Rly.Gate),Singh Hospital,0,0,0,Kakani Road (Near Rly.Gate),Andhra Pradesh,Guntur,0,522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
425,"16.3146349, 80.4409967","Near Anna Srinivasaarao Kalyanamandapem, Old Bank Road, Kothapet Guntur 522002  Guntur",Sravani Hospital,0,0,0,"Near Anna Srinivasaarao Kalyanamandapem, Old Bank Road, Kothapet",Andhra Pradesh,Guntur,0,522001,"0863    2217842, 2233622, 2233644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
426,"16.3066525, 80.4365402","Beside Manipuram Flyover, Near R.T.C Bus Stand, Manglagiri Road, Guntur",Sri Krishna Institute Of Medical Sciences,0,0,0,"Beside Manipuram Flyover, Near R.T.C Bus Stand, Manglagiri Road",Andhra Pradesh,Guntur,0,522001,0863  2225777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
427,,"Old Club Road,D.No.13-7-1,6Th Lane,Gunturivarithota,Gunturivarithota.",Sri Ramachandra Children and Dental Hospital,0,0,0,"Old Club Road,D.No.13-7-1,6Th Lane,Gunturivarithota,,Gunturivarithota",Andhra Pradesh,Guntur,0,522001,"0863  2323743, 2217980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
428,"16.2861218, 80.4462117","Opposite Indian Overseas Bank, Leelamahal Road Kothapet, Guntur",Sri Ramakrishna Nursing Home,0,0,0,"Opposite Indian Overseas Bank , Leelamahal Road Kothapet",Andhra Pradesh,Guntur,0,522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
429,,"Dr Y Sree Rama Murty, Kolhapet",Sri Renuka Netrayam,0,0,0,"Dr Y Sree Rama Murty, Kolhapet",Andhra Pradesh,Guntur,0,522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
430,"16.2989705, 80.4523668","5Th Line, Ramireddy Thota, Old Club Road, Kothapet",Sri Satya Sai Hospital,0,0,0,"5Th Line, Ramireddy Thota, Old Club Road, Kothapet",Andhra Pradesh,Guntur,0,522001,0863    2339189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
431,"16.433573, 80.5677103","12-B-1, Old Club Road, Kuglar Hospital Lane Kothapet",Sri Vijayasai Hospital,0,0,0,"12-B-1, Old Club Road, Kuglar Hospital Lane Kothapet",Andhra Pradesh,Guntur,0,522001,0863  2218631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
432,"16.2988738, 80.4525909","Old Club Road,Kothapet Guntur",Srinivasa Nursing Hom,0,0,0,"Old Club Road ,Kothapet",Andhra Pradesh,Guntur,0,522001,2338200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
433,"16.2964097, 80.4490511",Kothapet Main Road,Sudarsana Eye Hospital,0,0,0,Kothapet Main Road,Andhra Pradesh,Guntur,0,522001,0863    2220028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
434,"16.3066525, 80.4365402","8 Th Line Gunturivari Thota, Old Club Road, Kothapet Near Bus Stand, Guntur",Sujatha Laparoscopy and Infertility Centre,0,0,0,"8 Th Line Gunturivari Thota , Old Club Road, Kothapet Near Bus Stand",Andhra Pradesh,Guntur,0,522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
435,"16.2988238, 80.4528501","5Th Lane,Funturvari Thota, Old Club Road, Guntur,",Tulasi Multi Speciality Hospital,0,0,0,"5Th Lane,Funturvari Thota, Old Club Road",Andhra Pradesh,Guntur,0,522001,0863  2323235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
436,"16.2893144, 80.4604643","12-25-174, Kothepeta, Opp To Shivalayam, Guntur 522001  Guntur",Vasan Eye Care Hospital,0,0,0,"#12-25-174, Kothepeta, Opp To Shivalayam",Andhra Pradesh,Guntur,0,522001,0863    3989000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
437,"16.2988238, 80.4528501","Gunturuvari Thota, Old Club Rd, Guntur-",Veena Hospital,0,0,0,"Gunturuvari Thota, Old Club Rd",Andhra Pradesh,Guntur,0,522001,2220739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,548
